Abstimmungsnummer,Abstimmungsdatum,Titel,Offizieller Titel,Rechtsform,Initiativform,Stichwort,Volksmehr,Ständemehr,Ergebnis,Stimmbeteiligung (%),Ja-Stimmen,Nein-Stimmen,Kantone Ja,Kantone Nein,Swissvotes-Link
589.0,2014-11-30 00:00:00,Gold-Initiative,Volksinitiative «Rettet unser Schweizer Gold (Gold-Initiative)»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,49.812178,580528.0,1974137.0,0.0,23.0,https://swissvotes.ch/vote/589.00
590.0,2015-03-08 00:00:00,Initiative für steuerfreie Kinderzulagen,Volksinitiative «Familien stärken! Steuerfreie Kinder- und Ausbildungszulagen»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,42.0724210342029,537795.0,1650109.0,0.0,23.0,https://swissvotes.ch/vote/590.00
591.0,2015-03-08 00:00:00,Initiative «Energie- statt Mehrwertsteuer»,Volksinitiative  «Energie- statt Mehrwertsteuer» ,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,42.0577682249073,175405.0,2010326.0,0.0,23.0,https://swissvotes.ch/vote/591.00
592.0,2015-06-14 00:00:00,Verfassungsbestimmung zur Fortpflanzungsmedizin und Gentechnologie im Humanbereich,Bundesbeschluss über die Änderung der Verfassungsbestimmung zur Fortpflanzungsmedizin und Gentechnologie im Humanbereich,Obligatorisches Referendum,Nicht zutreffend,Präimplantationsdiagnostik (PID),1,1,Angenommen,43.512645486,1377613.0,846865.0,18.5,4.5,https://swissvotes.ch/vote/592.00
593.0,2015-06-14 00:00:00,Stipendieninitiative,Volksinitiative «Stipendieninitiative»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,43.447347829,610284.0,1611911.0,0.0,23.0,https://swissvotes.ch/vote/593.00
594.0,2015-06-14 00:00:00,Initiative «Millionen-Erbschaften besteuern für unsere AHV»,Volksinitiative «Millionen-Erbschaften besteuern für unsere AHV (Erbschaftssteuerreform)»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,43.708785365,657851.0,1613982.0,0.0,23.0,https://swissvotes.ch/vote/594.00
595.0,2015-06-14 00:00:00,Radio- und Fernsehgesetz (Radio- und Fernsehabgabe),Änderung des Bundesgesetzes über Radio und Fernsehen (RTVG),Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,43.645026134,1128522.0,1124873.0,6.5,16.5,https://swissvotes.ch/vote/595.00
596.0,2016-02-28 00:00:00,Initiative «gegen die Heiratsstrafe»,Volksinitiative «Für Ehe und Familie – gegen die Heiratsstrafe»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,1,Abgelehnt,63.249091577,1609152.0,1664224.0,16.5,6.5,https://swissvotes.ch/vote/596.00
597.0,2016-02-28 00:00:00,«Durchsetzungsinitiative»,Volksinitiative «Zur Durchsetzung der Ausschaffung krimineller Ausländer (Durchsetzungsinitiative)»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,63.730868154,1375098.0,1966965.0,4.5,18.5,https://swissvotes.ch/vote/597.00
598.0,2016-02-28 00:00:00,Initiative «Keine Spekulation mit Nahrungsmitteln!»,Volksinitiative «Keine Spekulation mit Nahrungsmitteln!»,Volksinitiative,Ausformulierter Verfassungsentwurf,Spekulationsstopp-Initiative,0,0,Abgelehnt,62.912651312,1287786.0,1925937.0,1.5,21.5,https://swissvotes.ch/vote/598.00
599.0,2016-02-28 00:00:00,Sanierung Gotthard-Strassentunnel,Änderung des Bundesgesetzes über den Strassentransitverkehr im Alpengebiet (STVG) (Sanierung Gotthard-Strassentunnel),Fakultatives Referendum,Nicht zutreffend,Zweite Gotthardröhre,1,3,Angenommen,63.46687918,1883859.0,1420390.0,21.0,2.0,https://swissvotes.ch/vote/599.00
600.0,2016-06-05 00:00:00,Initiative «Pro Service public»,Volksinitiative «Pro Service public»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,46.769673838,784303.0,1637707.0,0.0,23.0,https://swissvotes.ch/vote/600.00
601.0,2016-06-05 00:00:00,Initiative «Für ein bedingungsloses Grundeinkommen»,Volksinitiative «Für ein bedingungsloses Grundeinkommen»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,46.954888753,568660.0,1897528.0,0.0,23.0,https://swissvotes.ch/vote/601.00
602.0,2016-06-05 00:00:00,Initiative «Für eine faire Verkehrsfinanzierung»,Volksinitiative «Für eine faire Verkehrsfinanzierung»,Volksinitiative,Ausformulierter Verfassungsentwurf,Milchkuh-Initiative,0,0,Abgelehnt,46.776769258,709974.0,1719661.0,0.0,23.0,https://swissvotes.ch/vote/602.00
603.0,2016-06-05 00:00:00,Fortpflanzungsmedizingesetz,"Änderung des Bundesgesetzes über die medizinisch unterstützte Fortpflanzung (Fortpflanzungsmedizingesetz, FMedG)",Fakultatives Referendum,Nicht zutreffend,Präimplantationsdiagnostik (PID),1,3,Angenommen,46.681931543,1490417.0,897318.0,21.5,1.5,https://swissvotes.ch/vote/603.00
604.0,2016-06-05 00:00:00,Asylgesetz,Änderung des Asylgesetzes (AsylG),Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,46.788965098,1616597.0,804086.0,23.0,0.0,https://swissvotes.ch/vote/604.00
605.0,2016-09-25 00:00:00,Initiative «Grüne Wirtschaft»,Volksinitiative «Für eine nachhaltige und ressourceneffiziente Wirtschaft (Grüne Wirtschaft)»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,42.9985234134388,819770.0,1430273.0,1.0,22.0,https://swissvotes.ch/vote/605.00
606.0,2016-09-25 00:00:00,Initiative «AHVplus: für eine starke AHV»,Volksinitiative «AHVplus: für eine starke AHV»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,43.1302884513442,921375.0,1348032.0,5.0,18.0,https://swissvotes.ch/vote/606.00
607.0,2016-09-25 00:00:00,Nachrichtendienstgesetz,"Bundesgesetz über den Nachrichtendienst (Nachrichtendienstgesetz, NDG)",Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,42.9437120098897,1459068.0,768065.0,23.0,0.0,https://swissvotes.ch/vote/607.00
608.0,2016-11-27 00:00:00,Atomausstiegsinitiative,Volksinitiative «Für den geordneten Ausstieg aus der Atomenergie (Atomausstiegsinitiative)»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,45.3837204225599,1099409.0,1300860.0,5.0,18.0,https://swissvotes.ch/vote/608.00
609.0,2017-02-12 00:00:00,Erleichterte Einbürgerung der dritten Ausländergeneration,Bundesbeschluss über die erleichterte Einbürgerung von Personen der dritten Ausländergeneration,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,46.8443650726228,1499627.0,982844.0,17.0,6.0,https://swissvotes.ch/vote/609.00
610.0,2017-02-12 00:00:00,Fonds für die Nationalstrassen und den Agglomerationsverkehr (NAF),Bundesbeschluss über die Schaffung eines Fonds für die Nationalstrassen und den Agglomerationsverkehr,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,46.617389439664,1503746.0,923783.0,23.0,0.0,https://swissvotes.ch/vote/610.00
611.0,2017-02-12 00:00:00,Unternehmenssteuerreform III,Bundesgesetz über steuerliche Massnahmen zur Stärkung der Wettbewerbsfähigkeit des Unternehmensstandorts Schweiz (Unternehmenssteuerreformgesetz III),Fakultatives Referendum,Nicht zutreffend,USR 3,0,3,Abgelehnt,46.6073785605516,989311.0,1428162.0,3.5,19.5,https://swissvotes.ch/vote/611.00
612.0,2017-05-21 00:00:00,Energiegesetz,Energiegesetz (EnG),Fakultatives Referendum,Nicht zutreffend,"Energiestrategie 2050, erstes Massnahmenpaket",1,3,Angenommen,42.8877009740246,1322263.0,949053.0,19.5,3.5,https://swissvotes.ch/vote/612.00
613.0,2017-09-24 00:00:00,Bundesbeschluss über die Ernährungssicherheit,Bundesbeschluss über die Ernährungssicherheit,Direkter Gegenentwurf,Nicht zutreffend,.,1,1,Angenommen,47.1119992971939,1943180.0,524919.0,23.0,0.0,https://swissvotes.ch/vote/613.00
614.0,2017-09-24 00:00:00,Zusatzfinanzierung der AHV durch eine Erhöhung der Mehrwertsteuer,Bundesbeschluss über die Zusatzfinanzierung der AHV durch eine Erhöhung der Mehrwertsteuer,Obligatorisches Referendum,Nicht zutreffend,,0,0,Abgelehnt,47.3944804409215,1254795.0,1257156.0,9.5,13.5,https://swissvotes.ch/vote/614.00
615.0,2017-09-24 00:00:00,Reform der Altersvorsorge 2020,Bundesgesetz über die Reform der Altersvorsorge 2020,Fakultatives Referendum,Nicht zutreffend,.,0,3,Abgelehnt,47.3853789531912,1186203.0,1320952.0,7.5,15.5,https://swissvotes.ch/vote/615.00
616.0,2018-03-04 00:00:00,Neue Finanzordnung 2021,Bundesbeschluss über die neue Finanzordnung 2021,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,53.8675295719419,2358086.0,445464.0,23.0,0.0,https://swissvotes.ch/vote/616.00
617.0,2018-03-04 00:00:00,Initiative «Abschaffung der Billag-Gebühren»,Volksinitiative «Ja zur Abschaffung der Radio- und Fernsehgebühren (Abschaffung der Billag-Gebühren)»,Volksinitiative,Ausformulierter Verfassungsentwurf,NoBillag-Initiative,0,0,Abgelehnt,54.8377786310375,833837.0,2098302.0,0.0,23.0,https://swissvotes.ch/vote/617.00
618.0,2018-06-10 00:00:00,Vollgeld-Initiative,Volksinitiative «Für krisensicheres Geld: Geldschöpfung allein durch die Nationalbank! (Vollgeld-Initiative)»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,34.55372091055197,442387.0,1379540.0,0.0,23.0,https://swissvotes.ch/vote/618.00
619.0,2018-06-10 00:00:00,Geldspielgesetz,Bundesgesetz über Geldspiele (Geldspielgesetz),Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,34.51640745698722,1326207.0,492024.0,23.0,0.0,https://swissvotes.ch/vote/619.00
620.0,2018-09-23 00:00:00,Bundesbeschluss über die Velowege sowie die Fuss- und Wanderwege,Bundesbeschluss über die Velowege sowie die Fuss- und Wanderwege,Direkter Gegenentwurf,Nicht zutreffend,.,1,1,Angenommen,37.48499062069684,1475000.0,529253.0,23.0,0.0,https://swissvotes.ch/vote/620.00
621.0,2018-09-23 00:00:00,Fair-Food-Initiative,Volksinitiative «Für gesunde sowie umweltfreundlich und fair hergestellte Lebensmittel (Fair-Food-Initiative)»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,37.52175771078859,774821.0,1227326.0,4.0,19.0,https://swissvotes.ch/vote/621.00
622.0,2018-09-23 00:00:00,Initiative «Für Ernährungssouveränität»,Volksinitiative «Für Ernährungssouveränität. Die Landwirtschaft betrifft uns alle»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,37.46913827733065,628301.0,1358894.0,4.0,19.0,https://swissvotes.ch/vote/622.00
623.0,2018-11-25 00:00:00,Hornkuh-Initiative,Volksinitiative «Für die Würde der landwirtschaftlichen Nutztiere (Hornkuh-Initiative)»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,48.30010908006196,1144845.0,1384027.0,5.0,18.0,https://swissvotes.ch/vote/623.00
624.0,2018-11-25 00:00:00,Selbstbestimmungsinitiative,Volksinitiative «Schweizer Recht statt fremde Richter (Selbstbestimmungsinitiative)»,Volksinitiative,Ausformulierter Verfassungsentwurf,SBI,0,0,Abgelehnt,48.4087464020459,872288.0,1713501.0,0.0,23.0,https://swissvotes.ch/vote/624.00
625.0,2018-11-25 00:00:00,Gesetzliche Grundlage für die Überwachung von Versicherten,Änderung des Bundesgesetzes über den Allgemeinen Teil des Sozialversicherungsrechts (ATSG) (Gesetzliche Grundlage für die Überwachung von Versicherten),Fakultatives Referendum,Nicht zutreffend,«Versicherungsspione»,1,3,Angenommen,48.376555516180396,1667849.0,909172.0,21.0,2.0,https://swissvotes.ch/vote/625.00
626.0,2019-02-10 00:00:00,Zersiedelungsinitiative,Volksinitiative «Zersiedelung stoppen – für eine nachhaltige Siedlungsentwicklung (Zersiedelungsinitiative)»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,37.92033395946436,737241.0,1291513.0,0.0,23.0,https://swissvotes.ch/vote/626.00
627.0,2019-05-19 00:00:00,Steuerreform und AHV-Finanzierung (STAF),Bundesgesetz über die Steuerreform und die AHV-Finanzierung (STAF),Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,43.74048342850441,1541147.0,780457.0,23.0,0.0,https://swissvotes.ch/vote/627.00
628.0,2019-05-19 00:00:00,Umsetzung der EU-Waffenrichtlinie,Bundesbeschluss über die Genehmigung und die Umsetzung des Notenaustauschs zwischen der Schweiz und der EU betreffend die Übernahme der Richtlinie (EU) 2017/853 zur Änderung der EU-Waffenrichtlinie (Weiterentwicklung des Schengen-Besitzstands),Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,43.878961435171135,1501880.0,854274.0,22.0,1.0,https://swissvotes.ch/vote/628.00
629.0,2020-02-09 00:00:00,Initiative «Mehr bezahlbare Wohnungen»,Volksinitiative «Mehr bezahlbare Wohnungen»,Volksinitiative,Ausformulierter Verfassungsentwurf,Wohn-Initiative,0,0,Abgelehnt,41.67935630868769,963740.0,1280331.0,4.5,18.5,https://swissvotes.ch/vote/629.00
630.0,2020-02-09 00:00:00,Verbot der Diskriminierung aufgrund der sexuellen Orientierung,Strafgesetzbuch und Militärstrafgesetz (Diskriminierung und Aufruf zu Hass aufgrund der sexuellen Orientierung),Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,41.69495697836427,1414160.0,827235.0,20.5,2.5,https://swissvotes.ch/vote/630.00
631.0,2020-09-27 00:00:00,Begrenzungsinitiative,Volksinitiative «Für eine massvolle Zuwanderung (Begrenzungsinitiative)»,Volksinitiative,Ausformulierter Verfassungsentwurf,«Kündigungsinitiative»,0,0,Abgelehnt,59.49076248544521,1233995.0,1988349.0,3.5,19.5,https://swissvotes.ch/vote/631.00
632.0,2020-09-27 00:00:00,Jagdgesetz,"Änderung des Bundesgesetzes über die Jagd und den Schutz wildlebender Säugetiere und Vögel (Jagdgesetz, JSG)",Fakultatives Referendum,Nicht zutreffend,.,0,3,Abgelehnt,59.34455918366455,1531027.0,1654105.0,13.0,10.0,https://swissvotes.ch/vote/632.00
633.0,2020-09-27 00:00:00,Erhöhung der steuerlichen Kinderabzüge,Änderung des Bundesgesetzes über die direkte Bundessteuer (DBG) (Steuerliche Berücksichtigung der Kinderdrittbetreuungskosten),Fakultatives Referendum,Nicht zutreffend,.,0,3,Abgelehnt,59.20780420882004,1164451.0,2003235.0,2.0,21.0,https://swissvotes.ch/vote/633.00
634.0,2020-09-27 00:00:00,Vaterschaftsurlaub,Änderung des Bundesgesetzes über den Erwerbsersatz für Dienstleistende und bei Mutterschaft (indirekter Gegenvorschlag zur Volksinitiative «Für einen vernünftigen Vaterschaftsurlaub – zum Nutzen der ganzen Familie»),Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,59.359032054404885,1933310.0,1270705.0,16.0,7.0,https://swissvotes.ch/vote/634.00
635.0,2020-09-27 00:00:00,Beschaffung neuer Kampfflugzeuge,Bundesbeschluss über die Beschaffung neuer Kampfflugzeuge,Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,59.42527957217102,1605839.0,1597324.0,16.0,7.0,https://swissvotes.ch/vote/635.00
636.0,2020-11-29 00:00:00,Konzernverantwortungsinitiative,Volksinitiative «Für verantwortungsvolle Unternehmen – zum Schutz von Mensch und Umwelt»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,1,0,Abgelehnt,47.03690123186078,1299129.0,1261680.0,8.5,14.5,https://swissvotes.ch/vote/636.00
637.0,2020-11-29 00:00:00,«Kriegsgeschäfte-Initiative»,Volksinitiative «Für ein Verbot der Finanzierung von Kriegsmaterialproduzenten»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,46.94798961666647,1081684.0,1460650.0,3.5,19.5,https://swissvotes.ch/vote/637.00
638.0,2021-03-07 00:00:00,Initiative für ein Verhüllungsverbot,Volksinitiative «Ja zum Verhüllungsverbot»,Volksinitiative,Ausformulierter Verfassungsentwurf,«Burka-Initiative»,1,1,Angenommen,51.41515389336963,1427344.0,1360750.0,18.0,5.0,https://swissvotes.ch/vote/638.00
639.0,2021-03-07 00:00:00,Gesetz über elektronische Identifizierungsdienste,"Bundesgesetz über elektronische Identifizierungsdienste (E-ID-Gesetz, BGEID)",Fakultatives Referendum,Nicht zutreffend,.,0,3,Abgelehnt,51.28749914951414,984574.0,1778196.0,0.0,23.0,https://swissvotes.ch/vote/639.00
640.0,2021-03-07 00:00:00,Freihandelsabkommen mit Indonesien,Bundesbeschluss über die Genehmigung des Umfassenden Wirtschaftspartnerschaftsabkommens zwischen den EFTA-Staaten und Indonesien,Fakultatives Referendum,Nicht zutreffend,«Palmöl-Referendum»,1,3,Angenommen,51.10337578303824,1408462.0,1318688.0,17.5,5.5,https://swissvotes.ch/vote/640.00
641.0,2021-06-13 00:00:00,Trinkwasserinitiative,Volksinitiative «Für sauberes Trinkwasser und gesunde Nahrung – Keine Subventionen für den Pestizid- und den prophylaktischen Antibiotika-Einsatz»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,59.77530530039583,1276117.0,1970332.0,0.5,22.5,https://swissvotes.ch/vote/641.00
642.0,2021-06-13 00:00:00,Pestizidinitiative,Volksinitiative «Für eine Schweiz ohne synthetische Pestizide»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,59.763502391541714,1280026.0,1965161.0,0.5,22.5,https://swissvotes.ch/vote/642.00
643.0,2021-06-13 00:00:00,Covid-19-Gesetz,Bundesgesetz über die gesetzlichen Grundlagen für Verordnungen des Bundesrates zur Bewältigung der Covid-19-Epidemie (Covid-19-Gesetz),Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,59.6560051293626,1936344.0,1280128.0,17.0,6.0,https://swissvotes.ch/vote/643.00
644.0,2021-06-13 00:00:00,CO2-Gesetz,Bundesgesetz über die Verminderung von Treibhausgasemissionen (CO2-Gesetz),Fakultatives Referendum,Nicht zutreffend,.,0,3,Abgelehnt,59.70031143336886,1568032.0,1671210.0,4.5,18.5,https://swissvotes.ch/vote/644.00
645.0,2021-06-13 00:00:00,Gesetz über polizeiliche Massnahmen gegen Terrorismus,Bundesgesetz über polizeiliche Massnahmen zur Bekämpfung von Terrorismus (PMT),Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,59.5657037974679,1811795.0,1390383.0,22.5,0.5,https://swissvotes.ch/vote/645.00
646.0,2021-09-26 00:00:00,«99%-Initiative»,"Volksinitiative «Löhne entlasten, Kapital gerecht besteuern»",Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,52.233941782529534,987045.0,1823262.0,0.0,23.0,https://swissvotes.ch/vote/646.00
647.0,2021-09-26 00:00:00,Ehe für alle,Änderung des Schweizerischen Zivilgesetzbuches (Ehe für alle),Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,52.602638658580425,1828642.0,1024307.0,23.0,0.0,https://swissvotes.ch/vote/647.00
648.0,2021-11-28 00:00:00,Pflegeinitiative,Volksinitiative «Für eine starke Pflege (Pflegeinitiative)»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,1,1,Angenommen,65.31169752999325,2161272.0,1382824.0,22.5,0.5,https://swissvotes.ch/vote/648.00
649.0,2021-11-28 00:00:00,Justizinitiative,Volksinitiative «Bestimmung der Bundesrichterinnen und Bundesrichter im Losverfahren (Justiz-Initiative)»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,64.68059296948543,1094989.0,2335148.0,0.0,23.0,https://swissvotes.ch/vote/649.00
650.0,2021-11-28 00:00:00,Änderung des Covid-19-Gesetzes (2. Revision),"Änderung vom 19. März 2021 des Bundesgesetzes über die gesetzlichen Grundlagen für Verordnungen des Bundesrates zur Bewältigung der Covid-19-Epidemie (Covid-19-Gesetz) (Härtefälle, Arbeitslosenversicherung, familienergänzende Kinderbetreuung, Kulturschaffende, Veranstaltungen)",Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,65.73155960554563,2222594.0,1361084.0,21.5,1.5,https://swissvotes.ch/vote/650.00
651.0,2022-02-13 00:00:00,Initiative für ein Verbot von Tier- und Menschenversuchen,Volksinitiative «Ja zum Tier- und Menschenversuchsverbot – Ja zu Forschungswegen mit Impulsen für Sicherheit und Fortschritt»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,44.19993059220753,499485.0,1895061.0,0.0,23.0,https://swissvotes.ch/vote/651.00
652.0,2022-02-13 00:00:00,Initiative «Kinder und Jugendliche ohne Tabakwerbung»,Volksinitiative «Ja zum Schutz der Kinder und Jugendlichen vor Tabakwerbung (Kinder und Jugendliche ohne Tabakwerbung)»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,1,1,Angenommen,44.24117761887892,1371177.0,1049107.0,15.0,8.0,https://swissvotes.ch/vote/652.00
653.0,2022-02-13 00:00:00,Gesetz über die Stempelabgaben,Änderung des Bundesgesetzes über die Stempelabgaben (StG),Fakultatives Referendum,Nicht zutreffend,Stempelsteuer,0,3,Abgelehnt,44.02818245573446,883251.0,1480165.0,1.0,22.0,https://swissvotes.ch/vote/653.00
654.0,2022-02-13 00:00:00,Medienpaket,Bundesgesetz über ein Massnahmenpaket zugunsten der Medien,Fakultatives Referendum,Nicht zutreffend,.,0,3,Abgelehnt,44.14294028760854,1084802.0,1303644.0,6.5,16.5,https://swissvotes.ch/vote/654.00
